dataset,recording,derivation,median_abs_uV
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t002.edf,Fp1-F3,1667.039
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t002.edf,T8-P8,1464.138
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,F3-C3,678.422
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,F4-C4,1578.543
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,F7-T7,935.638
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,F8-T8,1739.337
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,Fp1-F3,868.19
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,Fp1-F7,673.197
tusz,tusz_v2.0.6/edf/train/aaaaafye/s002_2007/03_tcp_ar_a/aaaaafye_s002_t003.edf,T8-P8,345.352
tusz,tusz_v2.0.6/edf/train/aaaaagcs/s001_2007/02_tcp_le/aaaaagcs_s001_t000.edf,F4-C4,299.146
tusz,tusz_v2.0.6/edf/train/aaaaagcs/s001_2007/02_tcp_le/aaaaagcs_s001_t000.edf,Fp2-F4,272.909
tusz,tusz_v2.0.6/edf/train/aaaaagdh/s001_2007/02_tcp_le/aaaaagdh_s001_t001.edf,F4-C4,238.634
tusz,tusz_v2.0.6/edf/train/aaaaagkw/s001_2007/02_tcp_le/aaaaagkw_s001_t001.edf,P3-O1,202.845
tusz,tusz_v2.0.6/edf/train/aaaaagkw/s001_2007/02_tcp_le/aaaaagkw_s001_t001.edf,P4-O2,339.415
tusz,tusz_v2.0.6/edf/train/aaaaagkw/s001_2007/02_tcp_le/aaaaagkw_s001_t001.edf,P8-O2,313.796
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s009_2010/02_tcp_le/aaaaagpk_s009_t001.edf,Cz-Pz,209.606
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,C3-P3,0.768
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,C4-P4,0.758
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,Cz-Pz,0.993
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,F4-C4,0.756
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,F7-T7,0.582
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,F8-T8,0.84
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,Fp1-F7,0.605
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,Fp2-F8,0.718
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,Fz-Cz,0.965
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,P3-O1,0.889
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,P7-O1,0.864
tusz,tusz_v2.0.6/edf/train/aaaaagpk/s012_2014/01_tcp_ar/aaaaagpk_s012_t000.edf,T7-P7,0.572
tusz,tusz_v2.0.6/edf/train/aaaaagtt/s002_2008/03_tcp_ar_a/aaaaagtt_s002_t001.edf,F7-T7,1124.604
tusz,tusz_v2.0.6/edf/train/aaaaagtt/s002_2008/03_tcp_ar_a/aaaaagtt_s002_t001.edf,T7-P7,1128.744
tusz,tusz_v2.0.6/edf/train/aaaaagtt/s002_2008/03_tcp_ar_a/aaaaagtt_s002_t003.edf,F7-T7,1142.775
tusz,tusz_v2.0.6/edf/train/aaaaagtt/s002_2008/03_tcp_ar_a/aaaaagtt_s002_t003.edf,T7-P7,1144.06
tusz,tusz_v2.0.6/edf/train/aaaaagtt/s002_2008/03_tcp_ar_a/aaaaagtt_s002_t004.edf,F7-T7,1520.358
tusz,tusz_v2.0.6/edf/train/aaaaagtt/s002_2008/03_tcp_ar_a/aaaaagtt_s002_t004.edf,T7-P7,1533.369
tusz,tusz_v2.0.6/edf/train/aaaaahfd/s002_2009/02_tcp_le/aaaaahfd_s002_t000.edf,F4-C4,243.018
tusz,tusz_v2.0.6/edf/train/aaaaahfd/s002_2009/02_tcp_le/aaaaahfd_s002_t000.edf,P4-O2,223.877
tusz,tusz_v2.0.6/edf/train/aaaaahnz/s001_2008/02_tcp_le/aaaaahnz_s001_t000.edf,Cz-Pz,5023.977
tusz,tusz_v2.0.6/edf/train/aaaaahnz/s001_2008/02_tcp_le/aaaaahnz_s001_t000.edf,Fz-Cz,5000.964
tusz,tusz_v2.0.6/edf/train/aaaaahnz/s001_2008/02_tcp_le/aaaaahnz_s001_t001.edf,Cz-Pz,5060.852
tusz,tusz_v2.0.6/edf/train/aaaaahnz/s001_2008/02_tcp_le/aaaaahnz_s001_t001.edf,Fz-Cz,5042.807
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,C3-P3,0.853
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,C4-P4,0.93
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,Cz-Pz,0.835
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,F3-C3,0.875
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,F4-C4,0.936
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,F7-T7,0.888
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,F8-T8,0.98
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,Fp2-F4,0.959
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,Fp2-F8,1.0
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,Fz-Cz,0.686
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,T7-P7,0.774
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t000.edf,T8-P8,0.9
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,C3-P3,0.864
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,C4-P4,0.949
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,Cz-Pz,0.872
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,F3-C3,0.874
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,F4-C4,0.929
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,F7-T7,0.884
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,F8-T8,0.933
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,Fz-Cz,0.721
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,P4-O2,0.864
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,T7-P7,0.782
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t001.edf,T8-P8,0.812
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,C3-P3,0.864
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,C4-P4,0.919
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,Cz-Pz,0.878
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,F3-C3,0.91
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,F4-C4,0.886
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,F7-T7,0.813
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,F8-T8,0.944
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,Fz-Cz,0.736
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,P4-O2,0.917
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,T7-P7,0.771
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t002.edf,T8-P8,0.767
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,C3-P3,0.908
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,C4-P4,0.964
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,Cz-Pz,0.875
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,F3-C3,0.917
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,F4-C4,0.949
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,F7-T7,0.863
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,F8-T8,0.926
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,Fz-Cz,0.721
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,P4-O2,0.957
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,T7-P7,0.833
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t003.edf,T8-P8,0.813
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,C3-P3,0.873
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,F3-C3,0.894
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,F4-C4,0.988
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,F7-T7,0.793
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,F8-T8,0.979
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,Fp2-F4,0.901
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,Fp2-F8,0.997
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,Fz-Cz,0.878
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,P4-O2,0.852
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,P7-O1,0.995
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,T7-P7,0.783
tusz,tusz_v2.0.6/edf/train/aaaaahof/s003_2008/03_tcp_ar_a/aaaaahof_s003_t004.edf,T8-P8,0.941
tusz,tusz_v2.0.6/edf/train/aaaaahun/s006_2009/02_tcp_le/aaaaahun_s006_t000.edf,C3-P3,224.65
tusz,tusz_v2.0.6/edf/train/aaaaahun/s006_2009/02_tcp_le/aaaaahun_s006_t000.edf,P3-O1,217.142
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t000.edf,C4-P4,790.358
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t000.edf,Cz-Pz,731.663
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t000.edf,F4-C4,686.85
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t000.edf,Fp1-F3,4634.46
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t000.edf,Fp1-F7,4071.65
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t000.edf,Fz-Cz,605.266
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t001.edf,C4-P4,362.281
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t001.edf,Cz-Pz,282.48
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t001.edf,F4-C4,365.864
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t001.edf,Fp1-F3,236.642
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t001.edf,Fp1-F7,275.132
tusz,tusz_v2.0.6/edf/train/aaaaahux/s001_2009/02_tcp_le/aaaaahux_s001_t001.edf,Fz-Cz,283.978
tusz,tusz_v2.0.6/edf/train/aaaaahxr/s001_2008/02_tcp_le/aaaaahxr_s001_t001.edf,F7-T7,216.001
tusz,tusz_v2.0.6/edf/train/aaaaahxr/s001_2008/02_tcp_le/aaaaahxr_s001_t001.edf,Fp1-F3,304.335
tusz,tusz_v2.0.6/edf/train/aaaaahxr/s001_2008/02_tcp_le/aaaaahxr_s001_t001.edf,Fp1-F7,215.665
tusz,tusz_v2.0.6/edf/train/aaaaaiad/s002_2009/02_tcp_le/aaaaaiad_s002_t000.edf,C4-P4,4949.7
tusz,tusz_v2.0.6/edf/train/aaaaaiad/s002_2009/02_tcp_le/aaaaaiad_s002_t000.edf,F4-C4,4981.235
tusz,tusz_v2.0.6/edf/train/aaaaaiad/s002_2009/02_tcp_le/aaaaaiad_s002_t001.edf,C4-P4,4944.902
tusz,tusz_v2.0.6/edf/train/aaaaaiad/s002_2009/02_tcp_le/aaaaaiad_s002_t001.edf,F4-C4,4975.201
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,C4-P4,1666.754
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,F4-C4,1664.746
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,Fp1-F3,1730.666
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,Fp1-F7,1730.666
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,Fp2-F4,1605.685
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,Fp2-F8,1605.685
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,P4-O2,1561.849
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t002.edf,T8-P8,1570.633
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,C4-P4,2536.27
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,Cz-Pz,409.41
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,F4-C4,1491.244
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,Fp1-F3,2559.526
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,Fp1-F7,2557.518
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,Fp2-F4,1483.046
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,Fp2-F8,2472.357
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,Fz-Cz,204.454
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,P4-O2,2528.071
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t003.edf,T8-P8,2567.055
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t004.edf,Cz-Pz,277.904
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t004.edf,F4-C4,981.363
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s008_2012/01_tcp_ar/aaaaaiat_s008_t004.edf,Fp2-F4,979.774
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t000.edf,Cz-Pz,250.13
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t000.edf,F4-C4,968.062
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t000.edf,Fp2-F4,970.405
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t002.edf,F4-C4,591.612
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t002.edf,Fp2-F4,592.281
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t004.edf,F4-C4,610.016
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t004.edf,Fp2-F4,610.184
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t006.edf,P8-O2,1383.245
tusz,tusz_v2.0.6/edf/train/aaaaaiat/s009_2012/01_tcp_ar/aaaaaiat_s009_t006.edf,T8-P8,1385.336
tusz,tusz_v2.0.6/edf/train/aaaaaike/s002_2009/03_tcp_ar_a/aaaaaike_s002_t000.edf,Fp1-F3,245.82
tusz,tusz_v2.0.6/edf/train/aaaaaike/s002_2009/03_tcp_ar_a/aaaaaike_s002_t000.edf,Fp1-F7,248.344
tusz,tusz_v2.0.6/edf/train/aaaaaike/s003_2009/03_tcp_ar_a/aaaaaike_s003_t004.edf,C4-P4,764.988
tusz,tusz_v2.0.6/edf/train/aaaaaike/s003_2009/03_tcp_ar_a/aaaaaike_s003_t004.edf,F4-C4,766.74
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,P7-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,T7-P7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t003.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,C3-P3,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,F4-C4,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,F7-T7,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,Fp1-F3,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,Fp1-F7,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,Fp2-F8,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,P7-O1,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,P8-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,T7-P7,10964.568
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t004.edf,T8-P8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,C3-P3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,C4-P4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,F3-C3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,F4-C4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,F7-T7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,F8-T8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,Fp1-F3,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,Fp1-F7,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,Fp2-F4,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,Fp2-F8,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,P3-O1,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,P4-O2,0.0
tusz,tusz_v2.0.6/edf/train/aaaaaimu/s005_2014/01_tcp_ar/aaaaaimu_s005_t005.edf,P7-O1,0.0
